review_uuid,review,sentiment
2d857622-a94d-4de5-bbfb-c71e953bb5fe,its good not that effective for wait loss,negative
d6ca581a-86b4-4ebe-8426-1c14bb17e400,very small,negative
cb04d9ea-9894-4e18-a48c-c5d4adcfffd2,not working properly,negative
66c80eaa-0a3f-4377-a6a7-c1c06c4826b0,just perfect for a family of 4 members and for bachelors loved it and it just take 20min for cooking quite happy with product ,positive
edf89c18-b7db-4566-9ecd-f6361e313351,not good,negative
8aecca84-36e6-4060-b44f-5064852a1ac7,nice product amazing good delivery and nice persontq tq tq so much filpkart this is nice product tq filpkart ,positive
466d1f4e-9ffd-4054-8671-6daabbfde88b,not comfortable and not a good product,negative
7906d3e6-efde-49ae-84d5-2c681ad7fdb3,good product,positive
1f062e43-0638-4600-b942-c9a53856cd24,dont buy,negative
a283ff1a-3739-4112-aee0-92a4b244b2a8,nice product,positive
ab890f2a-c303-432d-8670-b20f29f67d6d,completely diff product im this photos its looking good but in real product is very bad,negative
45dc886b-4961-4489-8ccc-20a0685e9826,best at this price range very fast cooling very fast freezing capacity is also good good for members 57 easily,positive
1b784bc7-15a8-46a6-b200-8fdc38cfe811,nice one,positive
000c96b9-2f7c-4fd2-85e3-cf1b10687f5c,good led tv,positive
6320da75-8eb3-403d-90d7-2563c0107d8f,stinky smell when i opened it,negative
e7780454-34a8-4a79-a70d-199ab90f4fb3,good product,positive
5748a97e-228f-4c12-b1e6-9c34925b83e3,nice,positive
f539239b-f827-4892-b79b-617ca3c4f1a5,good exhaust fan in white color will definitely encourage others to buy,positive
8e515904-6723-4b54-a877-fa2407f6e717,useful product,positive
df462715-c601-42bd-a1cc-6cc1d73a5e9f,wowi just love the bagthank yuh ,positive
a9df6fe9-173a-4bac-b88b-e4f588b3dfdb,sonud quality is very good but there are some difficulties in charging and connectivity only in 6 months so i had to send it in service center its a bad experience,negative
cba4a963-723f-4a37-bacc-f9055f589cf7,not a good oneits not throwing any cool air and a lot of noisy,negative
220da76d-e5bf-4274-8a17-24f7f48c73c0,i am writing the review after 3 years of use this product for me this product is excellent i use this product in travelling for noodle making water boiling etc still it working will i am highly stratify with this products,positive
d8c12e3a-f9d0-449e-8594-8ba0435aa0e6,very good,positive
1969ece0-50c1-4d99-a57a-34701086a653,its take too time,negative
0365f51b-3568-4a95-aa49-86851c30389c,really awsome product,positive
fe73c6b4-af10-4ed9-872f-f88b744f7f56,its duration is too less so i prefer to dont buy,negative
e98e8cae-25be-4f10-a28e-4d740e2163b5,good,positive
eccc4213-4460-4884-af0f-9bfe375d4b3c,nice ,positive
adbc268e-a2fb-4575-9afc-da512334326c,i am writing this review after 15 day use first of all let me tell you that the product is quite cheaper when compared to its counterpart and the feather in cap is the juicer pot which work exactly what it intended to the three pots are made up of stainless steel body heavy 750 watt motor will make grinding within few seconds the power cord is long enough to perform operations away from power switch overall i am happy with the purchase,positive
64d2bd10-1e99-41bc-b6f1-455e4370d9f1,nice perfume,positive
7295b977-1318-40b6-8042-2f054a929d5e,nice,positive
a4559126-0918-4dc4-9bf2-4f75190bd10a,good,positive
c376f15c-10ba-439a-b951-82304fc967d6,too gud product i just luv it,positive
12a2b993-2735-458a-ae96-2b2c48dffb66,very very nice ,positive
6c0808a8-428a-42cc-ad3a-eb755d3bb6a5,poor quality,negative
1d3b733d-7770-4df2-942a-3ffe48b357d8,nice but meterial is not so good but overall ball is good,negative
2a94fbdf-0007-4459-b09d-011e8eb0a885,damage,negative
98e49c2a-3703-4c52-b22c-c9da9b991e47,good,positive
ddec3d9a-789a-4647-9108-25fdafb3e1a2,worst product,negative
262c7ade-6181-4d3f-b6b6-3be2cca7f81b,awesome product bluetooth and fm connectivity is awesome,positive
77c99350-7991-469e-8961-ee519933bb16,running well good plastic used,positive
a53a9420-3d23-490b-8a71-eb7946ef84b1,tv is good at this pricei got this for 15999 which is still high cause originally it was for 14000 or less sound quality awesomepicture quality is also good sd set up box also look good on this screenthere is no need to get hd set up box if you have sd set up boxjust drawback i feel was that it take few minutes to start the tv everytime,positive
5b6d15a6-f077-482c-8fe6-10ddefb901cf,some update required is not work properly for tracking health activity,negative
5b992f02-6367-4562-9ac7-65b5c8299394,nice packaging and very nice aroma,positive
6d93717c-ba63-4e46-9fa7-32a263930711,this is one of the worst product in my life and as per standard this not good dont by any electronic product from flipkart why because regarding this product i faced many issues but there is no proper response from flipkartthis product mainly used for kids not useful for family,negative
235c3924-deda-4e59-9a82-05bc0fe17ef5,good working,positive
133cafe9-32ac-48e6-9337-b4e559a1ed5b,very bad product,negative
ad99b83c-3718-4069-beef-5a3c5cbc3849,loss of money,negative
9b20ba49-5120-4655-843a-0fb215cf1576,i am comparing this with my google and sound core the bass is disappointing and the bluetooth keeps disconnecting all the time personally very disappointed,negative
40007d38-8cec-4565-b26b-37e4a4d5bf18,excellentmust buy,positive
ab446277-b08a-400b-b681-1eb2299c5734,good one,positive
a89f69b6-bffd-4dac-a88b-aaeaac67978c,nice product great value for money product 5 star rating comes with 3 jars enough for daily small purposes like making shakes and chutneysyet again fast delivery by flipkartthank you,positive
4b9ef696-cd1d-4324-a9e5-406f3177c851,product was delivered in time but one lid of the biggest jar had a crack in it yesterday i wanted to use it and found that i could not use the largest one because of that crack lids are of very poor quality plastic kindly replace the lid or take the whole mixer back thanks,negative
ff4fcb2e-574b-4305-ad21-7446ac49292b,this product is not good while oppening this tv the tv is to for 34 month only this tv problem is after 3 4 month have a sound in the home screen but its picture is not show so dont buy this worst bad product or the server is not comming for repairing this tv when i phone his server he cut the phone,negative
d642d2dc-03bc-40e5-a401-b792ac295aae,remote not working after 2 months only so much quality issue,negative
fb604831-6a44-43a6-98c3-7c9cc032cc2b,good product but size is not for pocket friendly,negative
1855e53d-7429-4265-bd21-c8ccf575bf49,superb,positive
e17d18c1-b66d-4e93-9210-37422bf17a8c,not bad,negative
de477415-2eb9-4fef-a9f4-d7227fa169b3,writing sticker poor quality,negative
1cd9c765-53da-4dc0-873f-444f5d0330ce,dont bye after filling it 2 or 3 times there will be a leakage of air from its mouth never buy waste of money,negative
e734bbca-530c-4c70-a7d7-9fb80871101e,it is completely bogus product not at all working,negative
32db68a5-4ceb-45f1-96a1-f3e0cee4974d,nice,positive
634355b2-633c-440e-acf3-1874d47a132e,head pain issue sound is so high dont buy this product,negative
cd69c699-d42a-4f7d-88ca-8f412eaa9f56,nice product,positive
74ac6303-bf10-49eb-ae78-8729a45d7ec9,the cooler is fine if it has to be used for 1 or max 2 persons in a small room cannot compare it with an ac obviously so it will not cool the room but will provide cool air to the one sitting near to it it doesnt have a designated ice chamber as the description of the product claims it only has a dropping option from where you can drop ice cubes into its water tank directly adding ice to the water didnt make much of a difference to me rather you can simply fill in cold water to the ,negative
f3d49ac0-7431-4be8-b8f9-9c14190345b4,i feel this product is quite good we put all sorts of utensils in this machinethis machine hardly require detergent just 02 table spoons per washit is worth investment as we can now save almost 2500 month which we use to pay to our maidit cleans perfectly all utensils even tea burnt utensils milk utensils only we have to put under wet condition steel or glass utensils cleaned in such a way that it looks almost new wonderful is its steam cleaning best hygiene and smells goo,positive
77d6f961-c5e2-4c88-b75d-6f798f0969f6,amazing,positive
ac64a4de-5a24-4367-b579-f12bfc74b102,sound quality is avarage buss is to low at this price segment,negative
cc411acd-68fa-433d-953f-dae25c0a142d,it good but small size,negative
c24a461a-922d-4482-82c1-d2858c47296f,very bad,negative
40ca0686-5ed3-4fd1-8b83-e4edc976af35,compressor is making big noisevery disturbing,negative
7e406a27-fc3d-4c79-a369-6a73a2283ac9,very bad quality,negative
15bd5255-9faa-4b71-9e10-be88f3d5fdcb,after 5 days stopped working claimed for return,negative
62eddfbb-f198-4a4a-9525-f63a0a52918e,thank you flipkart for this great product at this lower price,positive
a5b6af46-2a7b-42f1-84f2-dcecfda093c7,awesome and superbbut wan port is now disrupted within only 20 days,positive
59ea3ee9-fa32-4991-bd25-49ada806fde2,nice car,positive
9df98a10-88eb-47f2-8746-dc6f16b78c5c,good product and,positive
75d99b13-8d2e-4abf-820e-48363ea065d4,perfect,positive
8c707d11-5726-447c-99ff-cea0f6441dd6,this review is after using the product a weekthe lock of the refrigerator is not working hopefully other all parts are okay till now,negative
05e1395d-7874-4351-b1fa-79bfe654f3fb,saund low,negative
adc94c68-ab98-4141-b982-a62382385312,my boy was very happy nice kit,positive
a6c41b4d-7bb4-4cb3-ad06-5bb571d68c8b,best fan of renesa series ,positive
c98a5d43-3f1e-43d5-bf70-8e017492e98b,used in second day broken strip hold,negative
17e9a43c-38fb-4bcb-ada4-3af4c2abd23a,its really good ,positive
710724fe-db3c-4b1f-853e-f8e22cf01e91,superb product,positive
773461d1-7ab7-4018-bd46-783994ff604e,pump stopped in 20 days the fan stopped in 2 monthspoor poor poor,negative
1c1dc2f6-255f-4d39-b1bf-cdbe1742fc05,quality low,negative
14fb600f-db9a-4893-a94a-f0b6cf8ae6db,cooling ineffective,negative
4cc7abc5-673a-49e9-a89a-6ae0c9109f4e,refrigerator sweating from inside bad product,negative
e3e0d7e6-f441-49a8-b9a7-48957fc2a752,good work,positive
04261e11-d823-4d44-a452-ee9bac0a97b9,not good quality,negative
b515db2a-ad62-4356-bd1b-474c7720904d,kajal is good,positive
08f84e23-e7c5-43bf-b9c6-66cd72a9112e,downtime is on issues,negative
f78e45e9-755a-47d6-825d-c4859ad6f263,value for money and beautiful product,positive
90a189e8-cf7e-4b4d-a7eb-7e406e12ffe7,good,positive
c7e1351e-3b23-457d-946a-22cb9d87ac5e,i didnt received my product but it shows delivered i am very much disappointed i am dissatisfied with your service ,negative
70d4f3bc-fe27-4c37-909e-9040310bebde,nice product but white colour will became dirty too early and wasnt easy to clean,negative
0d130629-07de-490f-8070-5df7d31c3f43,worty product,positive
dd5722df-981d-40e7-8c8e-4604b2850f36,very nice,positive
ec04b585-a776-40e6-99b0-2516775b6308,the fabric of the pant is not good at all,negative
97273edb-dfaa-44da-a81c-d0718520c40f,google assistant stops working after only 1 month sound is really very low look somewhere else,negative
1ae952cc-a6e0-41ef-99ef-d6ce8a4094da,it is very good good mi led tv 4a best picture quality hd very nice product,positive
118cdf7f-1662-48ef-abad-96916b67a9e3,nice product packing was good delivery was on time i m satisfied thanks flipkart,positive
927d6b6f-c2c4-479f-8b29-2958b03d4811,1 good build quality2 response time is somewhat less3 only 3 way brightness and in that box they have said 4 brightness level4 type membrane keyboard not mechanical5 i can recommend this for normal gaming only not for esports players ,positive
3dc268d2-704e-4cc0-976f-af17251161e9,super ,positive
27af121b-b1a8-4a2e-acff-ec96f419f41e,awesome,positive
89e3ce54-a9f8-470e-9276-9d1a3be9562a,not good for fragrance i advice not purchase,negative
59489986-8da3-40a3-a9da-ea8471615867,key very hard not soft,negative
2b53e421-15f8-4cc7-948b-fd71365c9156,first of all its price is too high and the box does not even include a cable and it is not worth,negative
5b927941-714b-4b88-8ea3-f4ccb830b393,plzz dont by this productafter 2 weeks battery is dead,negative
ef2049e5-8fe6-4e77-b483-83f5176925ae,mfg is feb 22 it has misplaced switch lever and many dents on outer body 1st 3 days its works perfectly with these peoblems but after 3 days of usage its gets burning from inside and comes burning smell outer body gets over heating more than the inner pan totally disappointed waiting for replacement,negative
2c9ff2fa-719e-4375-9f0f-33f1483b190e,super very good product,positive
faa2646e-d94f-4bd9-9b92-2691253279c1,nice,positive
7a4b1537-2c24-4b8c-acd1-d3a5fb47242d,not satisfied with products,negative
227584ff-c3ef-4a7e-8f98-641dff525bf7,it often brokes when applying kajal not too good,negative
0bcb5974-7225-4dfe-b52e-8d2fc23a106a,waste product dont buy this its just like a toy not use for fitnesshated itquality is very poor,negative
615885a0-b249-475d-b943-2e14ca3de3f6,awesome no words extraordinary in this price range,negative
0caf30fe-6cbd-454f-a569-b628e7e56d66,not that good,negative
858dcbc7-a3d8-4ea1-9d3f-70722bc737df,mind blowing purches,positive
f50d9b2f-7bcf-41b5-a660-1d4be57a7448,worst product i ever seen in a while i receieved a broken piece even after the replacement and when i try to replace it again or refund it the seller is cancelling it for no reason please dont go for this product,negative
a5e6cdb8-095e-4261-9ff5-87bf80d325f9,waste of money,negative
c7d750ba-b3bf-4144-be21-8f44cab32814,rate is cheap so the product is life span also less most of the product are defective,negative
65a577e9-9c5d-4d1b-bb69-a8fcde857fab,not good ,negative
e95f5187-aa0e-4fc1-90e7-21788b46df19,i lov this perfumethis is sooooo good,positive
f2458572-1c6a-44c9-9c13-1d8fec6a0ba0,very bad dont buy,negative
031afe40-e308-4b68-b31d-a29a60e8de28,good,positive
28c9061e-d974-4cd9-b77c-c8f0231ccfab,very bad behave,negative
7a11492c-688e-4435-8d68-2630258b844d,nice product all is well and display quality average,positive
f79d0a93-c8dc-442b-ac4a-1cd9b6d4129f,awesome loved it and highly recommended,positive
25699379-604b-498d-9d56-c34b4276622b,dont buy,negative
2ce762d5-ad18-4da2-be0b-9a0d3bef4676,very good quality,positive
e899b536-840e-4e4b-8b78-73bdf37b7630,nice,positive
0fa1f6fe-3bfc-4fb6-9245-79f8b562e5de,bluetooth connectivity not working,negative
24425027-8ab1-4b0e-8775-d204329fdbb6,heating problem,negative
a7d25e5f-363a-4690-9336-ccd952dd234f,plz dont buy itwhen i bought this flask they give me another flask that is used damaged and non branded return policy doesnt working i just fed up with this product dont know why i bought this1so plz kindly request to u dnt buy itgo for offline mode they will give good product and warranty also,negative
8dede849-edf8-4f59-baa5-9b7550f7e966,not fit for mobile weights,negative
a2fa9d47-2c98-4bb0-a726-b6ababd9c079,first macbook of life and i am having the best experience yet excellent delivery by flipkart,positive
3d3cc9c4-ddbf-4056-8224-7fcfef126bed,not good ,negative
76d208ef-3fcd-4b9c-84e7-f24f6c18f66b,good,positive
6a32839d-e384-4bcb-a7b7-7a6e8c394f18,not good dont buy,negative
a7906e7c-d549-42b8-a357-a1e5659e2fd8,lovely product i liked it,positive
7600b290-3e97-4c85-ac90-640d00cce4f9,working nice and good product,positive
da08cfe8-47fa-4d6f-b694-69e64b53fc90,waste of money stopped working after 4 months,negative
4e622fd6-8405-4a85-9432-93d4a429b2fc,good deal lootoriginal and genuine productgo for it ,positive
94f6a660-8441-43aa-81bd-7397b21358bc,bad product,negative
5f44cadb-4d0c-4165-b50d-900676aae8fe,nice product value of money,positive
7880932b-2623-4678-8ec4-d0ce6e880424,value of money,positive
5db20093-623c-410d-9dad-678e4eebb1e6,not working properly dont buy waste of money,negative
6777db16-2d52-4a9e-9c58-96b38eaf85e8,its small but sound is awesome if kept in bedroom connectivity is smoothloved it,positive
590de0a9-9cbb-40d1-8a68-e47fdf1559fa,supper,positive
065ffdd4-9e14-41f9-bb1b-01d708938c21,sound quality very very bad,negative
8058448c-80c8-42b6-be3b-a843045bae9b,hard spiring very good quality,positive
e8f15a21-d906-48aa-aff6-345764b4c831,good product ,positive
87c959bd-d4a2-4680-83df-aea2fdeb21bf,great durable and quality product,positive
19eaa8dc-6b45-43cf-8359-9c457384075a,very nice,positive
1273b731-789e-4d5f-920c-8872d22fbc19,i am happy with this product,positive
9ff99110-addc-4414-a3b0-cda84b7efd5b,very very worst product not supported not working dont buy any one pls,negative
7cb499dc-2d13-4605-91be-08cf77b9737c,good quality,positive
f6bc3dbe-4d5b-4894-b0c4-f662a23a1aff,i just purchased the clock on aug now its not working poor quality product,positive
f8457ce9-b9d6-423f-857a-aad7a35d815b,product is good but the noise of this product is horrible pls solve this problem,negative
384d4e02-9198-475f-93b5-175fb4d63d74,no warranty these is so soft he get blast while playing return it,negative
b65729b9-445f-4ba2-b4ca-00b1546beecf,not good,negative
0ee97d55-5867-4481-ab7f-bb5e0ca8cfbf,so bad,negative
076e0605-f16b-4dcc-b57e-3900df5547a6,good,positive
719407e8-2a1c-4e6c-a632-2864ebb20744,good product,positive
f87a1580-bf10-4304-a82d-af32cd7ea532,no waterproof,negative
196040dc-18a0-4d73-bf7a-888b72df0827,its wheel quality are not good,negative
e85ce99e-a23c-4b92-ab99-ffc5ba0475b7,no difference in bands all are same weight,negative
05224951-1c62-4a91-904f-3fd0187cadde,defective product received dont buy this product,negative
176ff1b0-6f04-461f-a6c3-d1dbc8da1ec8,good,positive
900d9b57-e953-467a-bf72-7e0e15bf3f9f,clean ui easy setup and smooth performance makes it better than fire stick cheaper than apple tv device,positive
655c419d-4298-4294-ad69-ea9e80320c48,good product,positive
7b9c41d7-be1c-4d20-a8a9-9ffeef3d4be9,money lost,negative
f4204e69-9802-45fb-a355-720657888f15,useless product vessel also not good,negative
603b7f8e-ba16-4771-b8c0-0e5bf23e370d,packing not saving mode several time order bur broken received,negative
e1f4e384-8518-4b51-b827-199a7dbcc58c,delivered the product on scheduled time within this price range and configuration wise perfect choice,positive
17998779-03f9-47e5-86d3-f226be75511d,good product,positive
4fca6ced-c2c1-4792-9b0e-10eeaeeb5255,good product good price ,positive
c21e4230-db1a-43ea-b1da-46d6bfbfd516,after i got the product it was leaking from below whenever i fill the bottle fully i will say not to buy this product,negative
5823a2d1-53bd-4dcd-9cef-b77567482109,original productused in i phone 11 fast charge,positive
9808b92f-ebd0-4472-ae9d-76d616509167,affordablesustainablegood to go with the budget friendly mixer grinder with best performance at the rangelight in weight looks good works perfect recommended for home makers ,positive
823c34eb-83e9-42aa-b289-891542224438,nice and i love it,positive
462df145-3147-4d6e-ba4d-314f0f181c96,excellent item,positive
96c68ade-d91e-4a58-a3d7-c7308a08a2ff,everything seems greatbut why the hell does this tv dont support netflix and amazon prime ,negative
9b3a4609-8853-4a5e-a388-4b509336ce5c,nice,positive
622da91a-3129-42b9-910f-ee51456852d0,cloth is very good but fitness problem,positive
54bedcc3-db9a-4f55-b516-6d315ee69e6f,nice,positive
8a4a827c-5352-41ea-9cb5-05d048d6d921,nice kajal,positive
d3feb9ef-52b4-446e-8fae-a4647d46024d,it is good product i like this it is working good ,positive
4d2c9065-7c48-4bf5-9f88-efa91e681a12,good product,positive
032cce57-fa22-4729-967c-a13067eff49a,i got damage product,negative
6818afc3-faf4-4f38-82f2-3e682c6bc6b4,the quality is very badwaste of money,negative
5fb70143-7c31-4c29-9246-a7ef6ed444a6,good product,positive
16644e36-0ff2-41a2-93f5-9561b1f32296,value for money,positive
dc05a7e1-31f9-44fc-8e76-6d1e23785f5c,good quality ,positive
40d7cf3f-7da5-4085-9a4e-a3603e62b265,brakes poor qualitytyres poor quality waste of money,negative
e78c25bf-23f6-4e20-a2f4-7091f0b86c92,product delivery was fastand this tv is very goodreally i am happy with this productvalue for money,positive
4d8f903a-d07a-4a18-b2f9-3c91c48109f3,good quality product,positive
e04b4283-6d2d-4bf1-8e8b-acf18356c9fb,easy to setup,positive
eb200873-9ddc-40bd-aeec-71cb93798880,its amazing and good productsi love ittttt ,positive
81240f6c-799c-4875-817f-0f30281322e0,super product,positive
c3b6e8f6-0862-4738-b3a6-586b57de20c5,heating is uncontrollable,negative
ccf406ec-6dc6-4d6d-a8e1-62cc9e2847bd,sturdy build quality and best food processor go for itthe jars and other attachment feels good mixer is heavy and solidflipkart packing could have been better,positive
84be7a3e-c449-45a1-a724-565ae2ff3494,decent,positive
6e901159-2394-44ee-b7a9-35b1c4d281b6,best adapter for my pixel 6a it takes around 1 hour 50 minute for full charge i m using since last 2 week its working very well but i m not able to place my order easily because always showing out of stock but finally got this go for it,positive
20c13050-f33b-4921-9f10-0de54a874294,i bought this 5 months back and i am facing issues already i see water formation inside packages and containers vegies and greens are getting spoiled within 3 days very upset with whirlpool brand and with its unexpected bad performance how can i solve this issue,negative
92c657bc-518d-4c2f-852b-27455bad4f4f, it ,positive
db621e14-c63d-489d-b85e-f61c2c27a88b,full smooth and easy,positive
e7c5dc1b-8a85-4b90-8297-d8e23d1368db,super good ,positive
b6c6ef75-ea46-49b9-b178-92f6eda643a4,good and fast charing support,positive
4f008d37-fa2d-49ef-9e35-7a70018029da,nice ball,positive
29779fd3-5d41-4eb8-8a70-0b7c7868b104,defrost not working and very bad support from samsung,negative
cb31ba9e-01e2-40a3-a3ea-7c9e40f036d3,nice product,positive
5c3b8b12-610d-49c9-9609-628f52bb2ebf,happy with boat soundbar,positive
fc722c17-9def-4683-b510-93d97bd9a1a6,in this price range u cant get better than this delivery is also on time thnks to flipkrt for all this,negative
0bf4146e-d393-4d54-9a10-7fc7015d3611,very nice and i fully satisfied with this blazer,positive
33afaf14-9eef-43dd-a8ff-ddf0fe109315,super oill,positive
124f70b1-4c34-4015-a6b9-04e6b5e1af36,very very bad please dont buy dont buy low quality and bad productjust 1 time use then its fire its dont buy please everyone,negative
65eb41f7-25e5-455e-9121-a08ea70dbf67,bad quality,negative
eb355f07-d9c2-4745-85e8-3b8c62f4228e,good product tq filpkart,positive
875aaa95-aab4-4b52-8ca2-3a01bb5ee93c,not strong,negative
1068c5b4-8a41-48f7-b3fb-4702e7c049e8,good wrist wrap,positive
7e857655-7242-4feb-b57d-f27c71737b56,delivered within tje delivery date at the first day the fridge left side was got very much heat i thought it is some issue but after few hours later it started working fine using it fot a month there is no problems good product satisfied,negative
26ee7be6-ad3b-49a1-98bd-f36ac2ffc5c1,excellent performance good product i purchasedi am enjoying my musicreasonable price,positive
29878b29-8470-4089-a3a1-a80c4fc85f98,very bad quality dont purchase,negative
0d8a9358-d9cd-4f76-86d3-d144b0b8350a,waste company4times repair in one month,negative
eff739c7-42e6-42a5-85fe-e5c8d15f9466,waste product,negative
01bdd8e4-a0c6-4410-a3a2-edada769de02,product is good but its too small,negative
d6e63611-2f74-4dd1-a6d1-92cb63c52af0,tongue is too thin,negative
c1e7422e-0b9e-4967-bcbb-29d2f1cc54cf,not working,negative
c99ffb6d-9af4-432c-8ea0-e5ead9f90c29,good product i like it 55,positive
97308bc0-a99d-4883-b9f2-f86ae2c4756f,bad product sleek and thin design easy to use but buttons are little harder to press but overall its fine you can control both ur tv and setup box edit after using for a month the quality of this remote is very pathetic remote is so sensitive that if you hold it slightly tight it will break bad product i ever bought from here please dont buy this product at any cost,negative
3b650a69-e934-4fb1-99a8-ac6a39252a3b,feather weight rope do not buy this rope its so light weight it doesnt even swings properly its just hits the ground and bounce back to your leg,negative
a36bd9e4-ceb4-4425-aea3-c58e31bc7d8e,this is my first mechanical keyboard and i love it i dont frequently use the rgb modes l but they are so good and the typing is so comfortable,positive
9b03677d-9a59-4597-b3ab-3138742dd588,extreme poor qualityvery thin cloth and transparentalso torndont know how people have given good reviews but the maker should improve the quality,positive
045203c5-59d1-4b53-92f5-f159e09f259f,to good nice,positive
d5d4f436-9417-45cb-8ba2-8fb12aca2149,getting burned at the bottom,negative
adfed276-10cd-4d52-99f6-f3743462131c,not good not fot on mobile too small,negative
3adeba05-0b9f-4c1d-a20c-78f2094b10ea,good cloth not as expected very thin cannot be used in peak winters,positive
8675c7da-af97-48de-9aaa-e1af9524d3ad,this is a very nice,positive
89751717-32fa-4433-a491-5beccd41b339,very poor quality after one wash colour faded not recommended,negative
051b7451-b37b-44fb-a52b-16cc9f40784a,fm not working properly every time we need to set all the channels,negative
6d055301-ecbf-498a-a8b8-361a704a3cfe,there is some problem with the audio speaker,negative
7f03570e-03bc-4f06-b113-fa4efc52cf0c,very small in size,negative
60615ff5-34b3-4dbe-9c90-0489e8fe12ca,waste product dont buy,negative
01ab5816-08e8-4c25-94d5-813b870e0dc8,very nice product,positive
194b63e5-607a-4767-ac65-3ba627fe1b68,never buy this product extremely bad quality and improper description,negative
d294e737-6072-4404-95df-061aabd4c8ac,delivery was very fast and good quality speaker,positive
3f669fdc-698f-4fc2-a304-6886147958c7,i like this product without any dout everyone purchase,positive
d4524c69-77d6-4cbc-927a-937a52838c0b,best product,positive
b8e10a48-d5fb-43d1-850a-c4f4cf8c0b43,very very bad product ,negative
18301ad3-a607-4357-a528-58048416d545,best products,positive
00b4f1e8-7b2b-40ca-85a6-94c11a1e6cf2,not given battery unable to run the car worst experiance with this product,negative
2ec8e524-f90c-4b32-9d60-26d9d4c3edd0,good product,positive
023ef232-6be7-4411-a3c3-e60543e60065,ok good,positive
3ff79207-a88b-4af4-becc-e02a6ea7780a,good,positive
0be30436-ab42-45c5-b758-0d05d4cf3d31,perfect,positive
ecca942a-b38b-4e19-8434-7e9c0cb8fd61,best offer on flipkart,positive
323a1648-90a1-4feb-b0fc-f734c03e8a35,google is known for its reliable products and this device no different exceptional build quality in such a compact device loved everything about it this device along with the google assistant really makes your lives easier,positive
a84e2f07-cef4-4dd8-b5bb-b12bf6670c7e,not as expected,negative
e2bf6f84-8771-4d86-a8fe-5cca0c150fee,awesome ,positive
261829db-a89f-4fee-9eac-95bd12297277,a good product to buy,positive
ceab46a8-4b19-46d7-97c9-571d890590f9,gd,positive
c81b499d-37f1-4f72-9fa2-5eb01a5e3aab,very nice product and comfortable just go for it guys,positive
c96b40cf-f9de-4559-a733-ebcef4e2637e,product was awesome,positive
90c90d97-b824-49cc-b42b-3aebcb242cc7,worst product in this cost dont buy gloves are transparent quality of the gloves very bad,negative
2b0689b7-f757-4d94-8ca9-26564d57723e,good ,positive
32dddf8f-6b14-4016-8350-f3b5fd5b1362,only screen sharing issue rest good,positive
84bea818-b006-42d9-b214-d016ab150a20,very low quality,negative
1c568a77-1c4d-4b3a-8a0f-6ff20db8c739,extent product,positive
e6c87d19-b58b-45ad-835a-3034202581e6,original mi charger compatible with resmi note4 redmi5a and any mi phone except fast charging and typec,positive
960ae01d-edb3-4fb9-8ad4-f8c8d30f1505,size not fit,negative
669fd664-bb90-47ba-a8fb-e23a10506500,nyc,positive
fa4dea96-2aee-4b08-89f3-8eb0ea9edbde,wow its awesome quilty is so good,positive
e84146d2-c63d-470c-b98b-c65a21aa9ed0,nice productexcellent,positive
02c3de3e-dc3f-4cbd-9752-72d8d402e78e,item good quality delivery boy was very good n professional,positive
d3d5023a-0136-4f37-8dc4-6908943d6e79,very good value of money,positive
669d5c39-df02-4a34-9a26-c503a3b038ab,hi all thomson tv is very pretty in picture quality where as sound quality is too badworst i have connected an external speaker then its ok now also so many issues in wifi connectivity5 star for picture quality0 star for sound and others,positive
a7b581dd-aabf-436f-a471-db9eab40bd20,quality of plastic used is very bad in just one use the edges of lids hv started to chip off not at all value for money,negative
8386b004-dcad-4ab4-bbce-32a740e9615f,i dont think it as a good idea buying this ball online because while playing we didnt feel like playing football moreover like basketball the manufacturing is same as that of basketball it is real hard which makes it lasting in hard grounds but i dont like this ball,negative
35b640f2-91f0-4564-ae04-2e60d5e47664,nice and great performance,positive
70031905-a47c-436b-aaf7-e0aa58cc08ad,good one,positive
02d860b8-6687-4406-b110-d1ad7d89e1c0,bad dont buy this product any more,negative
753786d1-8b7e-4ac2-81bc-103010457b9d,not poor but average,positive
3798467f-9924-4ba4-8cda-bc16cb873307,nice product ,positive
f6aa0d06-76f9-4e71-9e4e-2420014d099e,good,positive
2ca5d035-9880-4f80-ae2f-f9e64686e5b2,performance very poor do not buy,negative
347032d3-2eb0-4c8e-99f0-96d195a70c3e,its good and value for the money i got it for less price,positive
73657feb-7c00-42e1-83a1-0566156e88c8,size is too small not 44l as mentioned,negative
024501ff-763a-465c-a9a4-d43ff5021fc9,nice product timely installation all is good,positive
88549edd-f238-472f-8920-3247cbb4b3a2,low quality,negative
d34679e5-4f3f-45f6-8732-746e56dc0289,not good,negative
4dc180f7-1357-4a05-a02a-f01475ced6cf,excellent product,positive
4a87f33b-b7ac-447a-bd50-d9b8f65a3b07,bad product the refrigerator is not working wasted money on this product,negative
b31af515-226d-447e-832a-7a69dcab0bf3,very bad size is too short,negative
29670b5a-72d4-4380-8e87-fc129a671698,not working,negative
e3a0f486-f576-4d36-83ca-82d2bb1e5363,looking nice design is awesome also fabric is too good from inside also must buyhighly recommend ,positive
83496a7a-054e-446f-bc63-5a6263104b10,produ ct is good but while moving from one place to another in home back wheels are bend after and cant replace as 7 days over i am very disappointed what should i do,negative
